post_id|subject|content|unique_views|good_question|visibility|i_answer|s_answer|num_followups
kubj6e6ekn94jw|Official Grade Statistics Thread|". This thread contains the grading statistics for class assignments. We will keep it up to date throughout the remainder of the semester.Here are a few FAQs:Q: Will the (project, exam, class, lab) be curved?A: https://eecs280staff.github.io/eecs280.org/syllabus.html#grades. Q: What are the weights of each assignment in my final grade?A: https://eecs280staff.github.io/eecs280.org/syllabus.html#gradesQ: Where can I find the grade breakdown for my projects?A: The autograder sends a final grade breakdown at the end of each project.Q: What does ""Q1"" etc. mean?A: http://en.wikipedia.org/wiki/QuartileQ: What does ""N"" mean?A: The number of assignments submitted for grading. . ---. Project 1 - Statistics. N: 1063. 1Q: 77%. 2Q Median: 88%. 3Q: 100%. Max: 100%. Mean: 84.68%. Stdev: 19.72%. . ---. Project 2 - Images. N: 1015. 1Q: 85%. 2Q Median: 93%. 3Q: 96%. Max: 100%. Mean: 84.98%. Stdev: 19.73%. . . ---. Project 3 - Euchre. N: 1027Q1: 57%Median: 87%Q3: 98%Mean: 76.53%Stdev: 25.19%. . ---. Project 4 - Web. N: 968. Q1: 89.75%. Median: 94%. Q3: 98%. Mean: 89.81%. Stdev: 15.78%. . ---. Project 5 - Machine Learning. N: 959. Q1: 87%. Median: 95%. Q3: 98%. Mean: 88.52%. Stdev: 17.28%. . #pin"|947|1|active|||0
kuztvcfr7dj6su|How to avoid code duplication for helper functions|I have written a helper function that is used in both Card.cpp and Player.cpp. Currently I have the function defined twice in both cpp files. However, on the autograder I lose points for code duplication. How would I go about including this function in both files without including .cpp or modifying the header file?|82|0|active|See student answer.||0
kun50frp93z31g|Project 1 Grading Error|For some reason, the autograder for project 1 took one of my submissions that was not the highest grade nor the most recent grade. Does anyone know why this happened? my uniqname is nruffini.|81|0|active|@768||0
ku8ur2wqdkp74r|Student Image Tests on Student Image|What does this error mean? When I run my image tests all of the cases pass. . . |60|0|active|this means that you had an assertion (inside Matrix_init) fail when we ran your code against the tests you created on the autograder. have you tried running it on caen? this is specifically working with your tests||1
ku3bapb1cr94mm|Project 1 Count Function Fail|"Hi,. . I emailed Dr. Juett and he referred me to creating a piazza post for this,. . I got a 17/18 on Project 1, with the count function failing,. . I'm wondering why this is.. . The function is supposed to return an integer, so I can't see why casting the vectors size function to an integer would not meet the requirement of the function.. . I used my count function in all other parts of the program where necessary and all of the other functions passed.. . Below is my code along with include statements within stats.cpp. . Thank you!. . #include ""stats.h"". #include ""p1_library.h"". #include <cassert>. #include <vector>. #include <iostream>. #include <cmath>. using namespace std;. . int count(vector<double> v) {.  //Ensure that V is not empty before continuing.  assert(!v.empty());. .  return static_cast<int>(v.size()); . }"|6|0|private|There's no requirement for v to be empty for the count function.  I.e. the following is a valid call to count:. . std::vector v;. count(v); // will return 0. ||0
ku1gdkm0mx95u4|Gitlab Pushing files to remote repository|Screen_Shot_2021-09-26_at_12.40.40_PM.png. Any recommendations for why I'm getting this error?. |52|0|active|Try the solutions posted in @783. ||0
ku18gv6l5xr63t|Git Error Message|. Any time I try to add or commit changes, this error gets thrown. How can I go about fixing it?|73|0|active|that's a strange error--My only guess is that perhaps you have a git process open in vscode or another editor? Make sure to close that before trying to commit. . . In worst case scenario if you can't get it working from within there, you can pull down your repository in another directory, copy the changed files over, and then commit from there. If you've messed up anything with the git configuration in that original repository, pulling down somewhere else should avoid that.||0
ktxfbbrve186gx|Last submission or best submission graded?|I looked at my project 1 grade on the autograder and my first submission was the one graded, which was before troubleshooting valgrind and adding various test cases. I am wondering if this was graded because it was my best submission? Or if it was graded by mistake and my latest submission was meant to be graded?|138|0|active|The autograder always grades your best submission. Your first submission probably did just as well / better on the private test cases as the ones that followed!||0
kturb98nk7l1vm|Question|Hi, I have a question: . . Why am I seeing this error? Any help is greatly appreciated.. . |127|0|active|Here's some more info:. https://code.visualstudio.com/docs/languages/json#_json-with-comments. . It may be happening because you've edited the launch.json file with some comments. Cancelling this error or exiting out should be fine.||1
ktuoffgbfq11dl|Project 1 Help|Hi, . My name is Seta and I am in your EECS 280 class. . I checked my grade this morning for Project 1 and I was a little surprised that I had failed so many of the private tests, as I thought I was pretty thorough in my testing in my work on this project. In an effort to learn from my mistakes and be able to improve on the next project, I went to office hours today and met with a GSI. When she looked at my code in the Autograder, she actually told me that she herself didn't understand why I was graded so low and she couldn't identify more than one issue that would have had me fail so many of the cases, and said that I had accounted for almost all edge cases in my testing Clearly, I'm missing something, but for the sake of learning and trying not to make the same mistakes for the next project, could you please find time to go over with me what I did wrong on this project / how to improve my test case writing? Let me know when you are available, or if someone could look at it over email / office hours. . . Thank you very much, . Seta Hagopian |10|0|private|I took a look at your AG submission.  Here's what I found:. . For median:  Looks like you're not 0-indexing.  Recall vectors are 0-indexed.. For mode:  Consider the case {2, 2, 3, 3, 3}.  Your code doesn't the case if the mode is the greatest value in the vector by just one greater frequency.. . For percentile:  Based on Appendix A of the percentile formula, v must be sorted for the formula to work.  You cannot assume that v is sorted when it is passed in and you don't sort v in the function.. . For summarize:  Your function looks to operate based on the assumption that v is sorted.  Unfortunately there is no requirement for v to be sorted for the function and you don't sort your vector in the function implementation.. . For count: There is no requirement that v isn't empty, i.e. your assert statement will fail if v is empty.. . For testing in the future, I recommend fully taking a look at the RME of the functions you're implementing and testing cases that almost break your requires clause, i.e. test cases that fulfill your requires clause but barely fulfill it.  Also make sure to not make assumptions on the arguments of your function beyond what's stated in the requires clause.  If you wish to discuss testing strategies or project strategies with someone, I recommend going to proffice hours this week if you have the time (or the normal OH queue if you unable to attend any of the proffice hour times).  The professors have been teaching this class for many semesters and have a lot of advice for how to write good test cases and how to approach the future projects.  Hope this helps.||0
