post_id|subject|content|unique_views|good_question|visibility|i_answer|s_answer|num_followups
kuydrj1uebg2jo|shuffle() function help|This is my current code for shuffle(). My understanding is that as long as the post is only visible to instructors, code can be posted on piazza. Please correct me if I'm wrong. I would appreciate it if I could get help on where my shuffle code is wrong because few cards are not in the order as expected.Screen_Shot_2021-10-19_at_13.47.05.png|13|0|private|Resolved in the followups||1
kux7jg5d33a1z5|Random Autograder errors|. . . . I'm getting a Valgrind error for each of the public test cases but I'm not what sure what there are since there is no error output. I'm also not sure why this line of code results in a LongLine violation:. . . |84|0|active|The AG is probably giving you a valgrind error because you return 1 from main rather than 0, even when the program ran without error.||1
kum0uiv5eto15v|Project 2 scoring|Is there a way to know what we got marked down for on project 2?|95|0|active|Go to proffice hours. They can give you an idea of what went wrong.||0
kuk9khnz59r7oq|Card Test Function|In the Card Test Function in one of the tests (test_Card_less_self) it passes the same card as a parameter for a and b which are two different cards, if the deck only has the 24 cards we are using, it wouldn't have duplicates, so why are we testing for a not real situation?|135|0|active|Unit testing can often extend to cases that won't exist in the final version of the game (since unit tests for card don't know anything about pack, player, etc). In the situation where card a and card b are exactly the same, what should the operator< return?||0
kuhugu6dpsc2l6|Question P-2|Hello,. . I have a question here: What mistakes did I do for P-2?? That I got a couple of points off? Also, could you please give me the exact solution? here?. . . . . |11|0|private|For these kinds of questions, we recommend going to professor office hours. They will have access to your private test cases and help shed light on what went wrong on these private tests.||0
kuhejtz99kv4vn|Question P 2|Hi, I'm getting this error from the Valgrind, when I submitted the project to the AG... Please help.. |12|0|private|Per @6 please include your uniqname so we can look you up in the AG. It looks like from the message, you are are not deleting something you created with your new operator. Check inside your Image_set_pixel1() test function that you have deleted any new image you create.||0
kugzitddmbz4f2|Error p2|Hi, I'm finding this error: I used the visual debugger, and I'm still unable to find this error. Please help.. . |15|0|private|[resolved in office hours]||1
kugds84fkua62|Question|Hi, I'm finding this error... I have included the string at the top of the file, #include <string>, but I'm seeing this as an error. please help.. . . . |11|0|private|Resolved in followup||2
kug1zof07p266p|Question P 2|Hi, I have a question: What does this error mean? I'm having a hard time figuring this out. Incase if you need my uniqname it is nayanbw.. . . . |13|0|private|It means you are failing to generate the correct energy matrix. Check your compute_energy_matrix() function. Either it, or the functions it implements, are incorrect.||1
kuf1aomq5rn7on|Error in image_tests.cpp|Hi,. . I'm fixing the error here, in the image.tests.cpp, I just don't know what is wrong here. my uniqname is nayanbw, and here is the image of my code. Any help is greatly appreciated.. . . . |11|0|private|Instead of the if statements you could just do ASSERT_EQUAL(Image_get_pixel(img,0,0), red);||1
kuevz712o9x4x7|Question|Hi, . . I'm not able to get this error. Please help.. . |13|0|private|See responses below.||1
