post_id|subject|content|unique_views|good_question|visibility|i_answer|s_answer|num_followups
kw1234v1h6f6n6|Project 5 Intro Session|Hi everyone!. . Staff will be hosting the Project 5 Intro Session this Wednesday from 7-8 PM over Zoom! We will go through a high level overview of the project, all of the starter files, the driver, and some general tips for completing everything. Project 5 is an interesting introduction to machine learning and provides a great way to understanding BSTs and Maps by giving you practice implementing them! We hope to see you all there!. . When: Wednesday, November 17th from 7-8 PM. Where: Zoom (https://umich.zoom.us/j/98917903419) . Recording: https://drive.google.com/file/d/1cx4Lo-Qr0ej6HZyKTLdgIY1p-v2OktnX/view?usp=sharing. . pinorderTraversal|501|0|active|||1
kx6g5bm6tyb4ky|Submitted wrong files for p5|I just realized that I accidentally submitted the unmodified starter files I had on my computer instead of the files I worked on. I know that it is well past the deadline, but I was wondering if there was anything I could do about it. I didn't push to GitLab, so the only evidence I have for when I last worked on the project is anything that can be extracted from the files saved on my computer. |14|0|private|Please email eecs280staff@umich.edu and we will get back to you that way (if you haven’t already).||0
kx550960wn1mr|Zoom link during exam|Where can we find the zoom link if we want to ask question during the exam tomorrow?|99|0|active|it’ll be in the bottom left corner of the screen i believe||0
kx455g4g7jz4ve|What is incorrect about insert_impl?|My implementation for  insert_impl was the following:. . ```.   static Node* insert_impl(Node* node, const T& item, Compare less) {.     if (empty_impl(node)) {.       return new Node{item, nullptr, nullptr};.     }.     if (less(item, node->datum)) {.       node->left = insert_impl(node->left, item, less);.     } else {.       node->right = insert_impl(node->right, item, less);.     }.     return node;.   }. ```. . I am unsure what is incorrect.|14|0|private|Your implementation looks fine to me, is there a reason you think its incorrect?||1
kx3rhvd9rz2ii|test function|. Hi my project is due tonight and I'm really stuck on this last part of the test function. I'm very confused on why I'm always getting the prediction to be euchre and why my values are so large.. Does anyone have any ideas?|8|0|private|Hey Kate, a few main things I can see:. . 1. Are you making sure to use the three different log-likelihood formulas from the spec, for the three different situations? I would take another look at this part of the spec: https://eecs280staff.github.io/p5-ml/#predicting-a-label-for-a-new-post. 2. When you are computing the log-probability score, I think you're overwriting the value each time, rather than computing the sum. The sum you want looks something like:. ```. log-prob-score = log-prior + log-likelihood-1 + log-likelihood-2 + ... + log-likelihood-n. ```. Whereas you're always setting the log-prob-score to `log-prior + log-likelihood-i`. . 3. When you're finding the best log-probability score, remember a higher log-probability score means its more likely. It looks like you're checking wrd.second < max_prob, so you're finding the lowest log-probability score instead.. . Hope that helps! And good luck, you're almost there!||2
kx3ork67duk6p4|Traverse Preorder testing|Hello,. I'm not sure how to properly test the traversal functions in BST. where am I going wrong? I'm trying to see if these stringstreams have a matching output.. |7|0|private|Note that `traverse_preorder()` is a void function and doesn't actually return anything, so we can't compare its return value to anything else. Instead, the traverse functions print their output to the stringstream you pass in (`ss` in your case). In order to get the strings out of a string stream, you should use the `.str()` method. . . So, if you want to compare if two strings streams s1 and s2 have the same content, you would check `s1.str() == s2.str()`. Hope that helps!||0
kx3n2xcgaac3on|log_prob|. Hi there, could anyone help me with how to get the correct log probability score/prediction?|9|0|private|"It's important to first make sure that your log-likelihood and log-priors are getting calculated correctly. You can run the test files with the debug flag and compare with the .correct file to make sure this is the case.. . This snippet of code looks somewhat correct to me, but there are a couple things. Note that the first for loop at the top is essentially doing nothing, since you are overriding the log_prior value at each iteration. Also, make sure you understand how the log probability for a label is calculated. To calculate the log probability for a label ""euchre"" and post with contents ""can the upcard"", we have to loop over all the words and add the log likelihood to some running total. After we've repeated that process for each label, we choose the highest log probability.. . Given that information, what order do you think the two loops should be in?"||1
kx3aojj2rux2o|WSL giving me an input output error|I am trying to test my code out and it keeps throwing me this error and im not sure how to fix this. . |52|0|active|After a quick google search, it seems that this error happens as a result of hardware issues. It seems that restarting your computer may resolve this issue, so I'd give that a try first.. . If that doesn't work there could be some larger underlying hardware issue, ranging from unplugged wires or a bad hard drive. If this is the case, keep in mind there are CAEN computers on campus that have everything you need to keep making progress.||0
kx2eleaf3dh4nz|run error|. Hi I'm getting this error every time I run my main.cpp, but it's not even my code so I'm not sure how it's getting triggered. . And when I try to execute main in my terminal I get segmentation fault:11|9|0|private|Marking resolved due to deadline||1
kx27zsehdlx35l|exam review recording|Hi, when will the exam review recording be up on the website?|54|1|active|@3696||0
