post_id|subject|content|unique_views|good_question|visibility|i_answer|s_answer|num_followups
kwy8hmb66ar31u|insert Map.h weird error|Very confused why this assertion is failing and could not find an answer anywhere.. . Here is my insert. . find. . return type. . and error output. . edit - the first line of insert should have a != instead of ==, but the error output is still the same.|13|0|private|The assertion is failing in line 285 of BST, so it looks like you are trying to add the same element twice to the tree. ||0
kwl7g7ubrrh11a|Why is P4 out of 119 points on Canvas?||127|11|active|This was a mistake, it looks like it is now fixed though!||0
kwl7dptq6yy785|Project 4 Grading|Hey,. I just checked the grades in Canvas and it says project 4 was out of 119 points while on the autograder it says the total is 73 points. Was this a mistake or was the actual total out of 119 points? Thanks.. . Daniel|9|0|private|This was a mistake, it looks like it is now fixed though!||0
kwl7ccijb41oh|Canvas grade for P4|The canvas grade for p4 was set to be out of 119 instead of the 73 advertised on autograder.|7|0|private|||1
kwl6dku8s91a4|Project 4 Canvas grade|I was wondering why the Canvas P4 grade is out of 119, when he autograder has it out of 73? Thanks|8|0|private|This was a mistake, it looks like it is now fixed though!||0
kwl5zre55jj2ni|Project 4 Canvas Grade Confusion|On Canvas, I noticed that my project 4 grade is listed as a 66/119, even though on autograder I received a 66/73, which is roughly a 90.4%. The class average is also listed as a 63.45/73, and I was wondering if the /119 was a mistake or if there is something else I need to be looking out for. Thanks!|15|0|private|This was a mistake, it looks like it is now fixed though!||2
kwb6pdbwi726wi|min_greater_than|I think I'm a little confused on how this function should be linear recursive (which I read in another Piazza post, should only recursively call the function one time). However, I'm confused because the smallest node that is greater than val can be in either of the subtrees depending on what val is. This makes me think we should call the function two times, one for each subtree. Any tips? I might just not be understanding what this function is supposed to do.|214|0|active|Yes, the min greatest value could be in either of the sub-trees, but because of the sorting invariant, you can eliminate one half of the tree at each step. Think about which branch the value must be in depending on how the current node compares to `val`.||1
kw6hrvd9zz9sr|Project 4 Point Deduction Explanation|Hello!. I lost some points in the private tests for Project 4 and I would like to know why that is the case. Do I have to go to office hours to ask those questions?|92|0|active|The best place to go for this is proffice hours. If you come to IA office hours, we may be able to help you narrow down where things may have gone wrong, but proffice hours will be more helpful.||0
kw2lr4n4jsi258|Undeclared identifier|. can anyone explain why i am getting these errors?|76|0|active|Marking as resolved||2
kw17ulsy2rzio|Question about project 4 grading|Hey there, so for my final grade, one of my submissions with only 10/21 bugs exposed was graded, even though I had various later submissions with 20/21 bugs exposed. They compiled in the private tests and everything, so I'm wondering why one of my lowest public scores is my final grade. Could it perhaps be a valgrind error? Some feedback would be helpful, as I don't know what could've caused this to happen. I didn't really change anything in my list.h code, mostly it was adding new test cases.. . My uniqname is ezecutin.|146|0|active|You scored more on the private test cases in your earlier submission. You seem to have introduced a bug in your later submissions which caused you to fail several of the hidden test cases.||0
kw0yx1dcxl85z9|Score for previous Autograder submissions|Dear instructors,. . My partner and I submitted two separate files to Autograder for project 4. We also wrote separate tests cases. It occurred to us that the Autograder graded the one that we think had more bugs but was the latest submission. . We put our test cases together and tested both submissions. The previous submission passed all the test cases while the graded one failed some of them. Also, the previous submission passed the Valgrind test and the graded one also failed some.. Therefore, we think that either Autograder graded the last submission instead of the best one, which is very unlikely, or we had some significant conceptual error in our previous submission.. Is there any chance that we can know the score of one of our previous submissions, namely the second one?. . Thank you so much!|10|0|private|Your second submission also received a score of 68/73.||0
kw03bstcjrr6m8|Private tests|Hi, I was wondering if I could see my private test score for the second to last submission(the one which received full public test score). I am not seeing if I got a higher score there because I already got full score, but my partner and I would like to know what that submission got.|16|0|private|To see this type of information about autograder submissions, please attend proffice hours.||0
kvzy8g30dfsxo|clarification on project 4 submission grading|Hi, Autograder seems to have used an earlier submission for my partner and I's project 4 grade that had scored 36/42 on the publicly visible tests, as opposed to our last submission that scored 38/42. Is this because the former submission scored higher on private tests and thus had a higher overall score despite scoring lower in publicly visible scores?|10|0|private|Yes, the final score you see is the highest final total score. This means the score you see has the highest overall score (private tests included)||0
kvzvusz8s2j72q|Valgrind Memory Leak - cannot find where a delete would be needed|Hi! We had an extension for p4, and are trying to get this valgrind error resolved. . . . We know this means we have a memory leak, but our deconstructor, clear(), and push_back() seem to work fine in other test cases, even ones concerning our iterator erase. I was wondering if anyone had any suggestions of where else to look to find this leak.. . Thank you in advance!|149|0|active|figured this out, marking as resolved :)||0
kvztre71o6n2w3|help for official testing|Can I know what is the size and empty test and List test erase I ? I want to debug and improve my program. . |147|0|active|Any information about the specific test cases can't be revealed, however if you go to office hours then a faculty member may be able to help you understand where you can improve your code.||0
kvzmghsaklw24r|test cases|how would i test_back to make sure the last/ back() of the list equals a certain value. i cant figure out how to use back() it keeps saying i cant compare to int (ASSERT_EQUAL(my_list.back(), 2))and i cant use --end() (ASSERT_EQUAL(*--my_list.end(), 2)) bc end is nullptr and cannot use -- on null. |9|0|private|resolved||0
kvy5dtzttdo1im|valgrind permission denied|. I cant even use valgrind idk what the issue is. |14|0|private|You do not currently have execution privileges over `List_tests.exe`. To give yourself permission to run the executable, run `chmod u+x List_tests.exe`.||0
kvxawb3rk3zu0|Forgot to remove a debug message|Hi,. . I forgot to remove a single debug message (std::cout << call) on the insert(..) function that's part of List.. . Assuming my insert() function was perfectly implemented minus the debug message, am I going to lose points from the private tests for insert because of this??.. I'm not sure if output is considered on AG or not... . Thank you for reading|14|0|private|This should not be an issue since this project is not dependent on output. Hope this eases your mind!||0
kvx2jo7ps9p37q|Is there any way to get additional autograder submissions?|"So, in my specific program (Visual Studio), there are certain lines of code that are not counted as errors that the autograder counted as errors. Specifically, two independent lines of code which just had a variable name and a semicolon (for example, ""variable;""). My debugger did not tell me at all that this was an error, but the autograder counts it as one (well, it counts it as a warning, which is being treated as an error). I have been to office hours many times today, and have generally gotten the consensus from all GSIs that Visual Studio is far less consistent than the other 2 main debuggers.. My question is, is there any way to apply for additional autograder submissions? Had these errors (which I had no clue existed, because Visual Studio did not inform me of them, and in-fact when I ran the debugger included with the software, ran completely) not been present, the code would have run without issue."|14|0|private|Unfortunately there is no way to apply for extra submits as it would be unfair to give one student extra submits and not give them to everybody else. In the future, if you are having problems with Visual Studio, I would recommend switching over to VSCode (or XCode if you're on a Mac). Sorry to hear that this happened!||0
