post_id|subject|content|unique_views|good_question|visibility|i_answer|s_answer|num_followups
kvkez7um2n63g6|test cases problem|When running my test cases, for some reason after the block of code is run, after it reaches the end parenthesis of the unit test block, my code always executes the pop_front() function. What is the reason for this? My test case should be passing, but because of the execution of the pop_front function unnecessarily errors are happening. For reference, purposes, I added cout statement to my pop_front function to show that it is being executed for some reason.. Screen_Shot_2021-11-03_at_23.51.28.png. |10|0|private|The list destructor will be called when a list object goes out of scope. Are you doing anything in your destructor that is causing pop_front to be called?||0
kva7868okbk6xs|Question 8|For the constructors do I need to include the definition at the top (i.e. Pencil())?|17|0|private|Unfortunately we cannot answer that.  Please use your best judgement from the information given in problem statement.||0
kv78zu22hiq2uw|Euchre private tests|Am I allowed to know what these private tests start with 20 usually test about? So that I can have a basic idea about what I got wrong.. I got all my Card Pack and Player correct so I think the problem is in my euchre.cpp.. . . I will not put my uniqname in the post for now, but if it is required to check the wrong cases, I will put mine in the followup.|96|0|active|If you follow step 1 in @6, instructors will be able to see your uniqname even if you post anonymously (i.e. if you post anonymously other student's won't see your uniqname).. . If you want to understand what you missed on the private test cases, I recommend going to Proffice hours.  You can attend any Proffice hours even if you don't attend that Professor's lectures.||0
kv75kwv91v053a|1-on-1 Office Hours/Exam Advice (project 3 disappointment)|Hi I wanted to reach out to see if any of the instructors offer 1-on-1 office hours and if it would be possible to schedule an appointment soon? I really thought I was doing ok with the course work until project 3 scores were released today (got a 78/137) and while I really just underestimated how many private tests would be dedicated to euchre, I was really surprised to see I missed 2 different private card tests (despite getting all the bugs for card). Totally understand if this is a better professor office hours question, but I wondered if there are helpful strategies that you can suggest for projects? I spent probably about 2-3 hours each day since the project was released working on it (and had a partner) and understandably I just wish my grade reflected the amount of time spent. Does this suggest I need to read the spec more closely, to make sure the functions include edge cases? I'm honestly just feeling really insecure about my coding abilities now and I would love any advice (particularly before the midterm Wednesday). |26|0|private|(Marking as resolved after Jolie and I met in office hours.)||0
kv6zd5r1iom17v|Autograder question|Quick Question about autograder: I received my final score back for project 3, but I saw that that it was based of one of my worse pre-adjusted scores, instead of my best score (57/57). So, I was wondering whether this was an error with the autograder or what I thought was my best score did not pass the private tests. If you need me to clarify any more, just let me know.|8|0|private|The final graded submission is the one with the total highest score including private tests, even if the public test score is slightly lower.||0
kv5ww33i61v362|Error with Submission|Hello, my partner and I was granted a extension to Sunday. We weren't able to finish all files but we turned in the files we had into autograder. Since our untouched euchre.cpp file didn't have the Project UID at the top of it or anything, it caused an error in the autograder. We ran out of time before we could fix it and turn it in again but the rest of the files are okay. . . We're not asking for an extension but instead our submission is graded without the Euchre.cpp file. . . Please and thank you|14|0|private|Hi Noah, I'm sorry to hear that this happened. Unfortunately in a class of 1,000 students, it would be unfair to others to grant you this exception to our grading policy. We will have to take your highest AG submission once all of the private test cases are run.||0
kv5nkphmhb73yy|Expected a semicolon, cannot overload function, Player not a type name|I have overriden all the Player functions in SimplePlayer but there's a semicolon expected. I read through my code and couldn't find a missing semicolon anywhere. Where does the compiler want me to put one? . Additionally, the error squiggles on Player_factory and Player are cannot overload functions distinguished by return type alone and variable Player is not a type name. I'm very confused and don't know how to fix them.. . EDIT: I forgot a semicolon at the end of my class declaration and it gave me multiple compiler errors that made it so much harder to find.... |9|0|private|||0
kv5eiol117z22g|Project 3 grade question|"Hello!. . My name is Gillian and my uniquename is jamesgil. I'm asking this question on Piazza because all instructors are on here and I'm not sure who predominantly deals with grading, but my enrolled instructor is Somayeh Molaei. Essentially, I want to ask if there's any way I can get any leniency in my Project 3 grade. I wouldn't normally ask for something like this, but I figured asking can't hurt, and I completely understand if 'no' is the flat answer.. . Basically, I'm feeling a bit screwed over by my partner for project 3 (uniquename jqnewman). We met in the first week after the project spec was posted and stubbed functions together, and throughout the project after that they were very unreliable. They seemed to have no availability to work on the project and took no initiative in the project for the first 2 weeks, and they did not respond to my texts often when asking if they could work on the project or if they could meet up. I proceeded to essentially write the entirety of Card.cpp, Card_Tests.cpp, Pack.cpp, Player.cpp, Player_tests.cpp on my own. The only thing my partner helped with was the shuffle() function in pack (which they wrote an implementation for, but it was not tested and did not work, so I had to finish writing it and testing it anyways), and they pasted the player_factory() outline from the project spec into player.cpp. They told me they would ""pull their weight"" during the final week of the project, and I had exams during the first part of that week so I chose to rely on her to begin the driver function. They were adament that working virtually worked better for them, so we did not meet in person. They did not start working until Thursday night, while I was finishing up player_tests.cpp, and then proceeded to tell me they finished writing the entire driver function! I thought, great, its at least close to done! However, when we tried to finalize things on Friday, our euchre.cpp was SO full of bugs and irregular behavior, and also did not account for a lot of the edge cases, so of course it was failing the tests. It took us all our time together Friday (which was limited because we both had classes, and she had IA office hours from 6:30 to 8) just to get the driver to compile, and by then we did not have enough time to fully debug before turning the project in. Also, all our style points were lost to euchre.cpp (which you can see in the autograder), which was, for lack of a better phrase, coded like an absolute mess. . . Basically, I'm frustrated because i put a lot of work into carefully coding and testing all the helper function files, and it feels like a lot of that work has been lost because our driver function is an absolute mess, and one that I did not have enough time or notice to work through. Further, all the points in our final autograder submission were achieved from the files that I implemented, essentially by myself (Card.cpp, Card_tests.cpp, Player.cpp, Player_tests.cpp, Pack.cpp). Its generally disappointing because I was really looking forward to successfully coding a working euchre.cpp file, and I feel like the lack of planning, communication, and, imbalance of work on my partner's end prevented us from doing this. Arguably, I could have taken further initiative earlier on in the project and set us up for more success, but this was difficult to do when I felt bad for 'overtaking' the project, doing more than my fair share of work, and doing more work without her affirmation or thoughts (since getting a response from her was very difficult).  . . Without a doubt, I think its valid to assert that this poor project grade is a reflection of both my partner and I's lack of organization, but I can't help but feel that this lack of organization was very one-sided, and made it exceptionally more difficult for me to maintain an agenda that would lead to success. (ie, if I had done the project by myself, I could have made myself a schedule and followed it without being limited by another person's lack of organization and reliability). Regardless, I want to emphasize that I understand if there's absolutely no changes to my project grade that can be made, but I figured I would at least explain my situation, and see if there's any possible resolution. Thank you (and I'm sorry to make you read such a long piazza post)! Please let me know if there's anyone I can reach out to directly about this issue! "|37|0|private|Dear Gillian,. I'm very sorry to hear about your poor partnership experience. I feel your frustration and appreciate all the hard work you have put in this project. However this case of bad partnership happens often, unfortunately  there is nothing we can do to change your score. I would like to look at the bright side of things at the times of disappointment and remember not getting your desired score  for one project would not prevent you from gaining a great final score in this course. . I would be more than happy to talk to you more in person if that helps. . . Regards,. . Somayeh Molaei||1
kv4dzkqs3q06u9|Project 3 Extension|Good evening,. . I hope this email reaches you well. My name is Aya Assaf and I wanted to inform you of my current circumstances regarding Project 3. I began working on Project 3 in the first week that it was assigned. I have nearly everything done but there's a bug that I haven't been able to address. I wanted to ask for an extension because even though there is such little left to do, my mental health has been significantly deteriorating in these past few weeks. I had to go to the doctors because of the physical impacts my stress has been having on my health. My anxiety is also making it extraordinarily hard to function and I just need a little more time to finish this assignment. . I reached out to Professor Juett yesterday and I didn't get a response yet but I also wanted to reach out to you to inform you of my situation and ask for an extension again. I know this is a late notice but I thought I would be able to finish on time because all my CPP files were passing except for one. I would appreciate it if I could get just a few more days to work on this assignment. Please let me know if that is possible, I would be really grateful if my current situation was taken into consideration.. . Thank you,. Aya Assaf. |18|0|private|[Marking as resolved here since we'll respond via email and/or the google form.]||0
kv47zfr5r771jw|bad access|i am getting a bad access error when i am going through the euchre01 test. it is happening on the third hand on the second person who wants to pass and i'm confused because it worked for hand 1 and 2 and at the start of 3. I don't know where to go to figure out whats wrong. any advice would be appreciated!. . |9|0|private|Based on this snippet, the dangerous part seems like `players[dealer_index + i]`, where players is probably an array/vector of size 4, dealer_index is the index in that array of the current dealer, and i is some for-loop variable to go across the next four players. This seems dangerous because we may not be checking whether dealer_index + i is a valid index into our players array - consider when dealer_index = 2 (so player 3 is now dealing), if i = 0, 1, 2, 3 then dealer_index + i = 2, 3, 4, 5 which mean we would be accessing invalid indices of our players array (4 and 5).. . To fix this, consider using the modulo operator - recall that it gives you the remainder when dividing two numbers. For example, 7 % 4 = 3. The nice part about modulo is that it's often used to make sure a number fits into a certain range. Say we had numbers 0 1 2 3 4 5 6 7 8 ..., if we did % 4 on each of them, then we get 0 1 2 3 0 1 2 3 0 ... - notice that now all numbers are between 0 and 3. So, its sort of lets us loop back around when a number gets too big for our range ||0
kv3wbbxdecc3gt|resolved|resolved|6|0|private|resolved||0
kv3csrgt1692ec|Question|Hello,. . I have a question: why am I getting this error, on Card_public_test?. . |5|0|private|See the follow up.. . ||0
