post_id|subject|content|unique_views|good_question|visibility|i_answer|s_answer|num_followups
l9x9z4papyv4ft|P4 FAQ|"This is the thread for P4 FAQ's.  Reminder P4 is due on November 13th at 8pm!  Please add your uniqnames on Piazza (the post @6 gives you instructions on how to do so).  This really saves us so much time when helping you whether it be looking up your code on the AG or doing anything exam related.. . The p4 intro session to be determined..  . Q: What is a linked list/iterator?. A: A linked list is another kind of container and an iterator is an object used to traverse and access elements in a container. You can refer to the lecture slides or the class notes (https://eecs280staff.github.io/notes/) if you have any questions..  . Q: Why am I getting an error related to accessing a private member of Iterator in a List function?. A: By default private members of the nested Iterator class are not accessible to the List class. The solution is friendship! We'll be covering friend declarations in the Iterator lecture. .  . Q: Should I test the destructor/How do I test the destructor?. A: You should write tests for every function that you can. You're not responsible for testing the destructor in your test cases, but you should use a tool like the address sanitizers to ensure that your code isn't leaking memory. You shouldn't call the destructor explicitly! The compiler does so automatically when the object dies..  . Q: Why am I getting a segfault/undefined behavior?. A: In general, a common cause for segfaults and undefined behavior in this project is uninitialized pointers. Make sure whenever you create a pointer variable (like first, last, or the members of a Node) and even after you delete the pointer that it is given a clear value. Use your visual debugger as well as address sanitizers to help ensure every pointer is set to the correct value..  . Q: Why does my test case compile on CAEN, but not on the Autograder?. A: Double check that you haven't added any public functions or made one that was originally declared private, public. Also, double check that you've not put using namespace std in a header file. Also, you can't compare an Iterator with a pointer.. . Q: How do I start api.cpp? What should the program look like?. A: Be sure to check out the project intro slides here.  They include information that you may find useful when implementing api.cpp.  Think about where you need to take input from, and what different things your program needs to be able to do with it. Then, break your code up into different functions or a class or whatever structure you'd like - just try and keep things organized, and don't just use one giant function.. . Q: On the style check I'm getting a ""memory is allocated but not initialized"" error whenever I create a Node.  But I'm initializing my Node data member variables in the lines directly following.  How do I fix this?. A:  This occurs because the style checker sees that you create your Node on one line, but is not smart enough to check the following lines to see that you initialize the members of the newly created Node. This can be solved in a few different ways.. . Default constructing your members then initializing them.. . Node* n = new Node{};. n->datum = datum;. .... . Using brace intialization to create the new node.. . Node* n = new Node{next_in, prev_in, datum};. . Creating a default constructor for Node.. . We recommend options 1 or 2, since they are easiest to implement and integrate into your existing code. Option 3 is a little more complex, but good practice.. . Happy coding!. . pinkedlists"|798|0|active|||1
lb728gz22342ha|P4 Canvas Grade|The full grade for P4 shown on canvas is 75. Should I worry about this?|123|3|active|I noticed this as well, I hope it doesn't change tbh.||2
lb70kucenjk1jk|Project 4 Canvas Grade vs Autograder|Hi there! On autograder I received a 65 / 95 for project 4, but on canvas I have a 65 / 75. Just so that I have a better idea when computing averages for my final grade, which one of these is correct? Thanks!|10|0|private|||0
lauh80u914j4sl|Trouble with P4 API working with index.html|My implementation of api.cpp made use of whitespace to find data like location and uniqname from json's, however what the server sends isn't indented and has no new lines.  I've tried changing line 760 of index.hmtl to the code below and there still is no changes despite examples on the internet showing that should be the solution.  Am I better off changing my implementation to work for the server and not for the test cases?. . . body: JSON.stringify({uniqname, location}, null, '\t'). |47|0|active|||0
lan33rx0mbd3cq|Question about &#34;insert&#34; implementation|"On autograder, it says I failed the test case ""List test insert 3"". I have my implementation below and I would like to know what the mistake in it is. Thank you.. "|8|0|private|Marking as resolved. Please follow up if not.||0
lajx2scqdpv4bd|No problems in CAEN but failed most of the tests for proj 4|My project 4 was working completely in CAEN, but failed most of the private tests because of memory leaks or undefined behavior. I want to understand the pointers and these topics, but I can't if I don't know what went wrong. Would office hours be able to tell me what went wrong? Thanks. |118|0|active|You should set up [ASan](https://eecs280staff.github.io/p1-stats/setup_asan.html) (note: you may have a better experience using it on your own computer rather than CAEN). You'll get specific line numbers where errors were detected. You can absolutely go to OH, but it's likely they'll have you do this—but you may still find it helpful to have someone explain how to use what it reports.||0
lairoppwbk6693|Not grade on the highest score|Why my final grade is not on my highest grade submitted? Thanks!. . |144|0|active|I'm guessing that your 49/49 submission ended up failing more private tests than your 48/49 submission and that made the full grade lower overall.||0
laip3mswj8w7me|What should be the correct implementation for Iterator big three?|Thanks|144|3|active|The Big Three was not necessary for Iterator, only for List.||1
lahntzmxnq5608|can we insert datum to an empty list using insert()?||136|0|active|"The REQUIRES of the insert function is ""//REQUIRES: i is a valid iterator associated with this list"". For am empty list, it has ""valid"" iterators. Note that valid iterators are not the same as dereferenceable iterators."||0
lahmu7dajl82s|List_compile_check compiles but never runs|is it supposed to run? Every time I run it I get segmentation fault but my code runs fine on autograder. |89|0|active|It is supposed to run - if you have a segmentation fault you have a memory error somewhere.||0
lahl3dxyw751wk|List copy ctor|Do I need to set this.sizes to other.sizes in the copy ctor? sizes is a private member variable I created to track the size of the list. . . |12|0|private|Yes, but be careful bc copy_all might also be incrementing the list size||1
