post_id|subject|content|unique_views|good_question|visibility|i_answer|s_answer|num_followups
l8kguq9wflm4r5|Test case fails, says 42 != 42|Not sure what is happening. . |62|0|active|This looks like a white space issue. Make sure your spaces and new line characters are correct ||0
l8jn06w9a9c2za|Error in Terminal|. Hi, I've been getting this error for a while and not sure what to do. If someone could take a look below or perhaps take a look at my AG submission, that would be great. Thanks :). . |38|0|active|this error is telling you you're trying to write to undefined memory, and gives you some hints of where this may be happening: look at processing.cpp line 191 & 271, and resize.cpp line 69||0
l8c0lm1vczfzm|Project 1 private tests|Hi,. . Just a piece of feedback to the course as a student. The general point of assignments, (exams, projects, HW, etc.) is to test my learning and see where I'm lacking so that I can improve. If I did something wrong, I want to understand why it is wrong and what I should've done instead. In the case of private tests, I just know that I did something wrong. Not why or how it was wrong. Without this information, I'm not sure how to improve and not make the same mistake in the future.. . I get that it's policy that's been in place for years, but I feel like it's counterintuitive to be unable to learn from my mistakes. Also, I am not just mad or angry about P1, I only lost 1 point in the private tests which I am perfectly fine with. I just felt like sharing my thoughts because it is frustrating to know that I am wrong and not know why, and I'm sure that I will experience the same feelings in the future. . . Thanks for your time. |5|0|private|Hi Sumer! I totally understand wanting to learn from your mistakes and continuously improve on your coding skills. We keep the private tests hidden so that they aren't shared with next semester's students which makes them not so private.. . You are allowed to come to office hours, specifically office hours with a professor and ask about why you lost points. Some staff members and most of the professors should be able to give you that information. So please come to office hours! You will definitely be able to get feedback!||0
l86qk6uyvqp2u|Version of Ubuntu|Hi,. . I installed Ubuntu 16.04 LTS, is it the latest version? I am not sure whether it is enough for doing our projects. I also installed Ubuntu 20.04, but I failed to set the password, so I cannot do some command on that version. . . Thank you so much!|43|0|active|Version 16.04 is enough for our projects!||0
l863yoleq8k36i|Grades for Project 1?|so sorry for asking but was just wondering, when do project 1 grades get posted on canvas?|107|0|active|"If you do not already know your grade, you can check on the autograder in the ""my submissions"" tab for P1. Otherwise, I am not sure when they will be posted on canvas."||0
l83v2kgbzfs3lz|Autograder result|Hello! I just saw the results of my private tests, which turned out to be 20/24. I don't understand why simple functions such as sum and count failed. I would really appreciate it if I can get some insight on why there were such errors on the autograder.|20|0|private|I noticed you didn't have any test cases for sum() in your submitted code. Although it might seem like some functions are trivial, bugs can be very subtle and the only way to be sure they work as expected is to test them with a variety of input.. . I would recommend writing a few diverse test cases and see if you can replicated the bug on your end. As a hint, I believe your function will produce the correct output for a vector like {2,-1,0}. What are other types of values you can try passing in? Think about the data type being passed in.. . For count, you are missing an edge case. Hint: take a look at the RME for count. What is different compared to most of the other functions?. . Feel free to drop by office hours if you want to discuss writing thorough test cases.||1
l83pkg7n1z82fl|Private test failure for median|I'm not sure why but 2 of the private tests for the median failed on the autograder for my project but I can't find what's causing it since I am passing all of the tests I wrote that should cover all cases and those pass locally, so did I forget an edge case or something? Uniqname is bmcnulty|7|0|private|What happens if your input `v` is `{5, 2, 4}`?||1
l83e2oqat5otx|project 1 - summarize tests|Hi, on my end the summarize function worked but on the autograder it failed both tests -- can someone please clarify what was wrong thru autograder? uniqname is ekahrem|107|0|active|"I believe you had some out-of-bounds errors, where you attempted to access an element within a vector at an invalid index. Always be careful and remember that indices are only valid in the range of 0 - (size - 1). If you would want some further clarification with this, feel free to come to office hours!. . (Kevin) Adding to Tyler's answer: it's possible that in your local environment, you had old data leftover that you were ""successfully"" able to index into. The autograder basically cleans and resets memory so that everyone's tests are evaluated in the same conditions, which could be why it worked locally but not on autograder. For future reference, this is what CAEN is for - CAEN has the same environment as the autograder and will help you catch issues like this."||0
l82drwocie20z|When do we get out grades back on Project 1?|I'm curious as to when we will receive our project 1 grades on canvas.. . Also, do we ever get to see the outputs of the private test cases? I'm just asking because I'd like to know where I went wrong so that I can do better in the future.|182|2|active|Grades will be release Soon™️. You will get feedback on whether you passed the private tests or not, but to get feedback on what you may have missed, you should go to Professor Office hours. (Staff office hours may be able to help, but they don't know the details of what's covered for each test).||0
l829f9ubjkh32f|Autograder Error|I'm getting this error in the autograder and I don't know what it means.. Screen_Shot_2022-09-14_at_7.32.58_PM.png. Screen_Shot_2022-09-14_at_7.29.57_PM.png |117|0|active|It means that your are accessing an element that is outside of a vector.||0
l828v5rh6j42wb|About summarize|My summarize function can't print the last pair of data( i mean the number and it's corresponding frequency), and for the first pair of data, the frequency will automatically adding 1 itself.....|9|0|private|- My summarize function can't print the last pair of data. . The last element is not being pushed to the vector.. . - for the first pair of data, the frequency will automatically adding 1 itself. . You initialize count to 1 and begin the for loop at the first element. So you basically compare the first element with itself so `count` will always be incremented by 1 at the beginning.. . I strongly recommend you use the debugger to go through your code.||0
l828ciyuscw1bo|output not showing up in public tests|hi, in other outputs, almost everything is printing normally, but in the public tests, it just stops printing. im not sure why -- i attached a screenshot|79|0|active|Could you please add your uniquename on Piazza @6. It would be much helpful for us to help you if we can look at your code.. . What is the error? There will be an error output below that shows you what the error is. The error occurs in your `mode` function.||0
l827tne5anubt|cout in main|I successfully printed out the summarize function but nothing after that will print, this is my code. Is there something I'm doing wrong|7|0|private|Is there any error showing up? Could you provide the screenshot of the output?||0
l827npp12t65p4|Percentile Function|For the percentile function, should we assume that all the private tests will follow the REM in which P would be of an inclusive value between 0 and 1? Or do we have to check this case? |88|0|active|You don't have to check this case. You can assume the private test case inputs will always follow the RMEs listed in the header files.||0
l8272igdrk13yo|rounding|do we need to code anything that rounds the decimals ?|72|0|active|No.||0
l826crbxx7358i|Passing HCMST, but still failing UB checks in autograder|I get this result (the same result I've always been getting) in autograder even after I revamped my code and succeeded in the HCMST test. My code runs every type of test I put in, including tests with repeating numbers, etc. I can't figure out what part of my summarize function is causing this (I've messed with the for loops). . . Edit: apparently the UB checks don't really matter (?) but it's for my sanity and knowledge. Could someone check my code?|85|0|active|Double check that the bounds on your loops are correct in the summarize function (specifically, I would take a look at your inner loop that counts repeating numbers). The output is telling you that you are indexing out of the bounds of the vector.||0
l826bojjpzy1r6|percentile - overindexing and starting from index 0|Hi, what specifically in the percentile formula is causing it to index from 1? Is it the +1 in rank? I am trying to figure out how to avoid overindexing. thanks!|66|0|active|These posts should help you with this: @523 @519. . The reason why you have to deal with overindexing is because the formula uses the value of k+1 (consider whether there is an input that will yield a value k that lets you go out-of-bounds).||0
l826bnuyynz5um|Tests functions but not called in main function in stats_tests.cpp|Would we lose/not get points if we made a  bunch of tests for each stats method, but did not run tests for one of the functions? . . Specifically, in my main function in stats_tests.cpp, I did not run median tests. But, my median test works when I do run it(I just don't have that code to autograder.). . But, I have the median tests created just not tested(did not run function) in stats_tests.cpp main function. . . . Thank you!. |59|0|active|We only grade for the presence of test cases for this project, so you won't lose any points for this.||0
l825vfvr6y315k|office hours issue|hi, i was having issues with my laptop when i popped off the queue and had to restart it -- i was waiting for a couple hours, is there any way I could be pinned?|71|0|active|Marking as resolved.||1
l8244rw7u3o61e|Project 01 Problem|. . . My uniqname is simonxyw and my zoom meeting link is https://umich.zoom.us/j/2336634194 I didn't find anywhere to update my Piazza name. Could you please help me check it?. . |21|0|private|This is hard to help you with without us being able to see the entire feedback from the Autograder. Would you mind updating your Piazza name to include your uniqname? This will allow us to look up your Autograder submission. ||1
l8244fhq59l57m|out of bounds|I referenced @328 for the out of bounds error I'm getting, It is the same one as @455. but this is my percentile function and I am accounting for for extreme circumstances Im not sure what I'm doing wrong I've added my percentile function as well to reference- this is the only error I have left in my last submission if anyone can guide me in the right way please let me know! Thank you! . . double percentile(vector<double> v, double p) {.     assert(!v.empty());.     sort(v);.     double rank;.     double k = 0;.     double d = 0;.     double perc;.     rank = (p * (v.size() - 1)) + 1;.     k = modf(rank, &d);.     double a = v[d-1];.     double b = v[d];.     if (d == v.size()) {.         perc = v[v.size()-1];.     }.     else{.         double c = b - a;.         perc = a + k * (c);.     }.     return perc;. }|12|0|private|The index out of bounds error is going to happen anywhere that you're indexing into v. That means it's either happening where you're initializing a, initializing b, or initializing perc. Your error message should be able to tell you which line here is causing the index problem. ||1
l823m3lcdehn4|About using summarize|"I am quite confused about what is my summarize function doing, in last day's autograder, it shows my summarize prints output in a wrong format, without "":"" and the frequency, then I edited part of my code and try to get access to corresponding frequency of each value.. . So i have a 2d vector pairs, a 1d vector element,. . Element = {CurrentValue, Count};.             Pairs.push_back(Element);. . when i do the cout, how can i get the format: CurrentValue: Count ??? I tried something like . . for(j = 0; j < Pairs.size(); j++){.         cout << Pairs[j][0] << "":"" << "" "" << Pairs[1][j] << endl;.     }. . but it doesn't work."|104|0|active|And also i think my mode somehow will add one more count to what it should be, say the correct output is 6, mine is 7...||1
l823gjwgnfo5w0|Starting main|is this the right start for main.cpp im a little confused on how to start|10|0|private|That does seem fine to me. We want to have the user input a filename and some valid column within the file. Extract_column, as the p1_library states, should accomplish this task||1
l8222nqqkg0185|Redirect|Is the redirect portion of the main function required or can we leave it as taking the user's input for data and column?|62|0|active|The redirect portion is not required and is client side, so you won't get points off for not setting it up. It may be helpful to do so though since the autograder will be feeding data in that way, but there shouldn't be any big difference.||0
