post_id|subject|content|unique_views|good_question|visibility|i_answer|s_answer|num_followups
lb3zazh8vi66x5|bts test|May I know how to create a binary tree in the test? Does it just use insert to create a binary tree.|137|0|active|BinarySearchTree has constructors. In order to create a binary search tree, you need a typename T and a comparator (optional, the default one is std::less<T>). Just like how you want to create a vector of int (you use vector<int>), you can create a binary search tree in a similar way.. After you create one, you can insert nodes to the tree. You can also use the copy constructor to create another tree.||0
l8t6dxclbin2rr|were we supposed to include assert statements in our functions?|Did we just need them in our tests or in our functions as well? I have heard conflicting things and want to make sure. Thanks!|85|0|active|In your non-test functions (so your functions in Matrix.cpp, Image.cpp, etc), you didn't need to assert anything. However, it is good practice to assert the invariants specified in the function's REQUIRES clause. While the autograder won't test your functions with inputs that break these invariants, it's possible for you to make implementation mistakes that break these invariants -- assert statements help you find these bugs!||0
l8q7d4suapdcr|Model answer for project2|Since we already submitted project2, will the answer to project2 be posted? I want to learn from the model answer because my code was not the most efficient. |94|0|active|I think they would like you to go to professor office hour to take a look at your code on a one by one basis. But the solution will never be published as it breaks the honor code||0
l8p5ptevo1z1rh|P2 Style Check CAEN doesn&#39;t match autograder???|Just wondering, on the style checking page it says that CAEN and the autograder have the same style checks, yet my project 2 submission into autograder didn't pass any checks for style but it passed all style checks on my CAEN environment on VSCode. Is this an issue with my IDE/Debugger, or is there any way the autograder didn't grade my files / submission correctly? And if the autograder didn't grade me correctly, could me and my partner get the style points we deserve for our code?. |76|0|active|If the code doesn't compile, then all the style checks fail by default on the autograder.||0
l8ou4vpj5pb1y1|include more libraries than neccessary.|Hi, I want to know whether it is legal to include all allowed libraries in each cpp file. I know that my cpp won't need them all in some case. I am not sure whether I would lose points by including all. Thank you!|65|0|active|Yes, but it is typically bad practice to do so - possible conflicting names down the line and/or possible bugs. I don't believe that the style checker checks for extra libraries.||0
l8ot88j7ftt453|difference between return img.width and return img-&gt;width|Hi, I want to ask about the difference between -> and . operation. Can I do both. return img->width; and return img.width; ?. Are they the same effect? Thank you so much!|75|0|active|"The dot operator assumes that the name before the dot is an object and has attributes that it can access. The arrow operator assumes that the name before the arrow is a pointer to an object that has attributes it can access. Therefore, they are not interchangeable - precisely,. ```cpp. img->width. // is the same as. (*img).width. ```. If you see something saying that the arrow first ""dereferences"" the pointer then gets the attribute, this is what they mean. It looks at the object the pointer is pointing to and then grabs the desired attribute.. . To answer your question, yes, they have the same effect, but are used in different cases."||0
l8oryf1ifp2r7|Question about the style.|Hi, I want to ask whether I could know where I made the style mistakes in my code. Also, for this one (copy and paste from sep). . E = squared_difference(N, S).       + squared_difference(W, E);. . . Can I seperate the code into two lines like this?. Thank you so much!|58|0|active|"yes this is fine - autograder tells you your style grade at the bottom (""style check"" section), that's the full grade for style"||0
l8o0z6cpjbg211|Matrix_row public test|Hello, my partner and I were granted an extension on this project, yet we. are still running into issues with public tests. . Matrix_row is returning incorrect value on public test.. . . It is returning 1 instead of 2, even though we index from the difference between prt and mat->data divided by width.. . . . Any help would be extremely appreciated!|7|0|private|**Resolved**||0
l8o0f0fvifd2xm|Matrix_print failing and propagating|"Hi, my partner and I have an extension on Project 2 but we are still really struggling to actually get the functions to work as we effectively have had to do this project in 48hrs. . . When I run Matrix_print the output looks to me to be identical, but it still fails on the public test. I really don't know why this is!. . Currently, mine looks like this:. . void Matrix_print(const Matrix* mat, std::ostream& os) {. . os << mat -> width << "" "" << mat -> height << endl;. for (int i = 0; i < mat -> height; i++) {. for (int j = 0; j < mat -> width; j++) {. os << *Matrix_at(mat, i, j) << "" "" << endl;. }. . os << '\n' << endl;. . }. . and outputs this:. ** Test case ""test_matrix_print"": FAILIn ASSERT_EQUAL(expected.str(), actual.str()), line 55:1 142  != 1 142 . . We are pretty behind so we would appreciate all of the help we can get!. . Thank you so much!. "|6|0|private|"Looks like a whitespace or endl issue, mostly likely this:. . os << *Matrix_at(mat, i, j) << "" "" << endl;. . should actually be this: os << *Matrix_at(mat, i, j) << "" "";"||1
l8nncqhs81v206|Access data member in the implementation of the same module.|Hi, I want to ask whether I could use something like mat->data or mat->width in my implementation of matrix functions. Will that cause problems?|55|0|active|If mat is a Matrix pointer, that will work!||0
l8nlwtfrko62cg|Autograder error|i'm getting this error but all my tests pass. how do i fix it?. . |74|0|active|@735||0
l8niyo9cjsq3jj|Printing extra zeros for matrix_print|Hi, I printed extra zeros for matrix_print, but I didn't set other values into zero I think. I just created a loop to print all elements in the matrix. Why it that happening? Thank you!|59|0|active|I would use your debugger to check where in your code this is happening. I think reasoning about the logic of your code is always a good first method to try when experiencing errors, as you know your code better than the IAs do||0
l8nirjcl5cg21p|P2 Image_tests.cpp error with ASSERT_EQUAL()!|I'm currently working on project 2 and keep coming up with this error when trying to run an. . ASSERT_EQUAL(Image_get_pixel(img, 1, 1), white);. in my Image_tests.cpp file. Unfortunately, ubuntu/terminal gives me this error message:. . I believe this is an issue with Image_get_pixel returning a Pixel but white, which I initialized as a Pixel, for some reason is being treated as an address to a Pixel. Not sure why this is happening but I can't get Image_tests.cpp to compile without this being fixed, any ideas on why this is happening?. |62|0|active|Maybe instead of comparing the structs, try comparing all the members between each struct. . . assert(Image_get_Pixel(img, 0, 0).r == White.r);. assert(Image_get_Pixel(img, 0, 0).g == White.g);. and so on...||0
l8nbzugu5ek2k5|Questions about the multiple test cases.|Hi, I tried to set different cases for testing, but when I tried to delete the new matrix and redefined it, an error message showed up. Should I use different name for each case? Thank you!. . |84|0|active|Are you trying to redeclare it withing the same function? Even though mat is going to be deleted first, the compiler doesn't know that, so you have to choose another name for mat when you redeclare it the second time||1
l8nbhgbeqq34rr|Questions about the unit test framework|Hi, I want to ask do we have to use the unit test strcture for the matrix_test and image_tests? Can we use assert functions for theses tests instead? Thank you so much!|78|0|active|"Yea according to spec, . ""You must write and submit tests for the Matrix and Image classes. Your test cases MUST use the unit test framework, otherwise the autograder will not be able to evaluate them. You are limited to a maximum of 50 TEST() functions per file.""https://eecs280staff.github.io/p2-cv/#unit-testing-framework"||1
l8n550aw30p7eb|grades for project 2|When will project 2 private test grades be released? |175|0|active|@1534||0
l8mjs2h54mr52u|error in trying to run my own image|I'm currently trying to test my own images after completing project 2. I converted my image to a p3 ppm format, then imported it into my project 2 folder. When I run the command . ./resize.cpp my_image_name.ppm new_image_output.ppm 100 200 in my terminal I get the error message zsh: permission denied: ./resize.cpp. Any advice on how to get this to work?|99|0|active|The command you should be running is `./resize.exe`, not `./resize.cpp`.||0
l8mjq8efq6a27|Matrix_test not compiling|Screen_Shot_2022-09-29_at_12.16.53_AM.png. (click link to see photo). . Any idea what it could be?. |89|0|active|Looks like it doesn't recognize some of the functions from the unit_testing_framework. Make sure to include this file in your build and see if that helps.||1
l8medc78mmu498|write test cases for checking the REQUIRES clause.|Hi, I want ask how we could test the REQUIRES clause in our test.cpp. For example, I want to assert that the code will fail to compile in this case. How to assert that? Should I write assert (false)? Thank you so much!|91|0|active|You can write an assert statement at the beginning of the function if you want, but basically, as long as you don't use test inputs that would validate the requires clause, you don't need to write test cases for it.||0
l8mbanktv385sa|Help!!!!!weird bugs here!!!|I went to OH and tried several ways to implement my code but the format we output is still incorrect, like one position missed compared with the correct output...|15|0|private|I think we talked yesterday in OH, the problem being the pixel set and pixel get functions had the color settings flipped around.||0
l8ma94zl7uk618|project grades|when does the autograder come out with the full project scores for the private tests|221|1|active|Soon (probably a few days)||0
l8m9gyddn2l2we|Getting very large image for seam removal.|. void remove_vertical_seam(Image* img, const int seam[]) {.   Image* aux = new Image;.   Image_init(aux, MAX_MATRIX_WIDTH, MAX_MATRIX_HEIGHT);.   for (int i = 0; i < Image_height(img); ++i) {.     for (int j = 0; j < Image_width(img); ++j) {.       if (j < seam[i]){.         Image_set_pixel(aux, i, j, Image_get_pixel(img, i, j));.       }.       if (j > seam[i]) {.         Image_set_pixel(aux, i, j-1, Image_get_pixel(img, i, j));.       }. .   }.   *img = *aux;.   delete aux;. }. }. . So we are trying to remove the seam of our image, but we seem to be getting an infinitely large image filled with 0 0 0 pixels. We aren't quite sure why we are getting such a large image, so any help would be appreciated.. |6|0|private|I think the problem is here: Image_init(aux, MAX_MATRIX_WIDTH, MAX_MATRIX_HEIGHT); You would have to initialize aux to be the same height as the image and width should be 1 less than the image width since your taking out a seam||1
l8m97c5sywi3s1|Respecting the interface in image_tests.cpp|How can I find the height of an image channel (i.e. red_channel) in the image_tests.cpp if . img->red_channel breaks the interface? |80|0|active|Matrix_height(img->red_channel) shouldn't break the interface, but something like img->red_channel->height probably would||0
l8m8xnha1y520b|Submission queue|Does anyone know about how long the queue is for the autograder?|126|0|active|It might take a few minutes when too many are submitting at once, just keep refreshing the page.||0
l8m8paiwnzj5ia|Everything works except Crabster 70x35|Everything works except for seam carving crabster down 70x35. Every public test passes except for that one. Horses fully passes, dog fully passes, every other crabster public test fully passes. The only error output I'm getting is the failed ASSERT that the correct image and the carved image I produced are not the same.. . (Assertion `Image_equal(carved_img, carved_img_correct)' failed.). . I can't figure out anything wrong - Autograder isn't helpful because all it says is the failed ASSERT as well -- visually debugging does nothing because it's just a slew of numbers that mean nothing to me and I can't manually find which ones are wrong. . . I'm just at a bit of a loss as to how to even approach debugging this. Does anyone have any sort of idea what could be wrong/ how to try and debug this?. . I know the FAQ says Crabster catches more edge cases but I've been working on this for hours with no progress or even a clue as to what is going wrong. . . Thanks, sorry for the late frantic post.|111|0|active|(assuming your matrix and image functions work) You should look very closely on how you are handling the seam carving of your image. Very carefully. Take another look at the spec example of how carving works and double check all processing functions to prove to yourself that the functions are handling each edge case exactly as it is supposed to. Draw it out, may seem tedious but for some bugs this is the only way to find them.||0
l8m8feir7ek34h|public tests work in CAEN Linux but not autograder|Processing public tests all pass in CAEN Linux, but not Autograder. How is this possible?|74|0|active|It's tough to tell, I would try using the Address Sanitizer for undefined behavior: https://eecs280staff.github.io/p1-stats/setup_asan.html. . It looks like the problem was coming from the energy function though||0
l8m84smp2wg7mw|Why am I getting this error?||76|0|active|It looks like maybe line 480 of Matrix_tests.cpp uses an ASSERT_EQUAL with incomparable parameters. Check that whatever 2 parameters you provide have the same type.||0
l8m7v5au6ks71n|Resize assertion error|My autograder keeps giving me this error whenever I try to run resize and I'm not sure why : resize.exe: Matrix.cpp:16: void Matrix_init(Matrix*, int, int): Assertion `0 < width && width <= MAX_MATRIX_WIDTH' failed.|80|0|active|Might not be applicable anymore since the project is past due, but this is usually because `width` is set to an absurdly large integer since it was grabbed from unitialized data.||0
l8m7n4rawu85z6|Error in cost function|Me and my partner have our cost function and it supposedly passes all of the processing public tests. But it gives out this error code and i think its stopping the code from performing anything else, any idea how to fix it?. |9|0|private|Marking as resolved||0
l8m7gqm5dje5b5|Test filling function|Hi when my debugger step over const int blue, i get some undefined value for it, is this normal or...?|61|0|active|If you are not initializing the pixel's members then this is what would happen. If you are initializing them it should reflect the information that you entered inside of them.||0
l8m78392z3n3tj|Resize.cpp|This is the code that me and my partner have for resize.cpp. We get this error and aren't sure how to go about fixing it. Any suggestions?. . |6|0|private|Try using the stoi() function: https://cplusplus.com/reference/string/stoi/||2
l8m6vkzu4qz3p4|I think the style checks in the Makefile and in the autograder are different|Basically, in the autograder the `cpd` command is. . ```. pmd.sh cpd --minimum-tokens 100 --language cpp --failOnViolation true --files Matrix.cpp processing.cpp Image.cpp resize.cpp. ```. . Whereas in the Makefile the `$FILES` variable also includes the test files. . . Just in case anyone was running into something similar.|82|0|active|||0
l8m64uywcub2qf|Crabster compute_vertical_cost_matrix|My code passes Dog and Horse but not for Crabster. It fails Here's the diffchecker and we've tried to debug it but it doesn't work since there are like 74 columns in crabster. My Matrix_min_value_in_row and compute_vertical_cost_matrix uses pointer traversal . . |67|0|active|marking as resolved||0
l8m5zf6vssm26o|std::string usage|Quick question but for Image_init, can I use std::string to create an empty string that would let me read in the filetype or will that not work? I tried using the #include <string> but it wouldn't let me use it in Image_init. As a note, everything else in the project works fine even with the use of std::string.|70|0|active|Could you perhaps make a private post to show exactly what you mean by it not letting you use string?||0
l8m5taicbl2tv|processing tests|I ran my code on the autograder, and received an error message for seam carve. I don't know what the problems are. ThanksScreen_Shot_2022-09-28_at_5.47.02_PM.png|89|0|active|"That error happens when you try to free memory that has already been freed. You may be calling ""delete"" on a Image/Matrix/etc that you have already deleted."||1
l8m5hgi1adg20w|Horses.ppm cost keeps timing out on autograder.|I would really like some help with identifying where my code is taking the longest. My code passes crabster.ppm very quickly, but horses.ppm times out on compute_vertical_cost_matrix. I'm having trouble determining where I'm being inefficient; every function I look at already seems to be doing its job the simplest way. . . I suspect it might be my Matrix_min_value_in_row, which has two (non-nested) for loops, but only one of them will run in a given call. since the function is exclusive of column_end, i have an if-statement that runs a different loop if the column_end is exactly one less than the width of the matrix to allow me to compute cost for the second-to-last column of a cost matrix.. . If any instructor is able to check the code I submitted to the autograder, that would be super appreciated.. |74|0|active|Try using the perf utility, which should help you find exactly what function is causing the slowdown. Another possible reason you cannot run through horses.ppm is a memory leak. Make sure you search through all your functions, even ones that you don't suspect, to make sure that you deleted any objects you make in dynamic memory!||0
l8m4xvosjzh2rt|Heap Buffer Overflow|I keep getting this error and I'm not sure exactly what it means. . |49|0|active|@1366||0
l8m424if9y2a0|number of max test cases for each test file|resolved|56|0|active|marking as resolved||0
l8m3vpezxi6be|Not catching bug in student image tests|I am unable to catch a bug with my image test cases. I have only 1 submit left and was hoping you could help guide me in the right direction. |4|0|private|I'd recommend going through all the functions you've written and seeing if you have test cases that cover all/most control flow branches (if-else). Sometimes the most obvious cases are the ones that are missing.. . That being said, it's just one test and if you've written all the test cases you can think of, I wouldn't worry too much about it! ||0
l8m3kwm6ezu2od|Image_equal error|. Hi. . I initialized the new Image in remove_vertical_seam as below:. . Image_init(new_img, Image_width(img) - 1, Image_height(img));. I also copied that new image to the original image in the end and deleted new image just like rotate_left.. Could anyone give me a hint why I did pass the dog test but failed the crab one? . I could not figure out why there is an image equal assetion error. Thx. . |43|1|private|The seam carve function depends upon the seam carve width and seam carve height. I'd recommend double checking the conditions in each of those functions, especially seam carve width (since it is used in multiple functions). It is possible that it could be causing issues.. . Another thing, I would recommend, is putting a break point at the the seam carve test in the public test, and checking if it's a dimension mismatch or value mismatch of the two images.||1
l8m33aikdn63t4|matrix_test|Hi! I wrote quite a few tests for Matrix.cpp but they don´t show up in my autograder submission. I am aware, that some of them are tricky t find, but I don´t believe that I got 0/10 even though I wrote almost 20 cases considering different edge cases. . Is it possible that something else is going on in my code? something that interrupts my matrix functions as a whole.|89|1|active|Did you use the unit test framework? The autograder specifically tests using this, and all your tests should look like. . . TEST(test_name) {. // test code. }. . You can also see @1480 for some more common problems/solutions.||0
