post_id|subject|content|unique_views|good_question|visibility|i_answer|s_answer|num_followups
l9q2ho5n5j62ft|c&#43;&#43; strings also null terminated?|Hi,. . I was wondering whether c++ strings are also null terminated?|68|0|active|Unfortunately, yes. This is required for `string::c_str()` ([documentation](https://en.cppreference.com/w/cpp/string/basic_string/c_str)) and `string::data()` to work. Outside of those functions, though, you shouldn’t rely on the null terminator.||0
l9lwnchenl65yn|Question about discard format|"In the autograder it says our output for test50 is missing ""discard upcard: [-1]"" in line 192. Why is this printed only once in the whole code and when should this be added into my code?"|73|0|active|“Print the dealer’s hand if a player orders up during the first round, as well as an option to discard the upcard. Prompt the dealer to select a card to discard, ending the prompt with a newline immediately after the colon. Print an extra newline when making, adding, and discarding is done.”From: https://eecs280staff.github.io/p3-euchre/#example-with-human-players||0
l9lophdq4lt5j3|Output incorrect on autograder|Having an issue with our output for test50 while hearts is ordered up on line 39. Anyone know what could be wrong?. . |74|0|active|Assuming there aren't output mistakes with the other euchre public tests with SimplePlayers rather than HumanPlayers, then it seems like there's a bug in your code for HumanPlayer::play_card(). Since it's just straight up a number being passed in for which card to play and it's playing the wrong card, it's probably some simple indexing mistake.. . If you don't find it quickly try using the visual debugger tool to step through your HumanPlayer::play_card() code line by line to see where it starts behaving unexpectedly.||1
l9lktopme8n33g|Clarification on simple player|If my hand is:. ten of spades, jack of diamonds, queen of spades, ace of hearts and ace of clubs.. Led card is ten of hearts and trump is hearts.. Would simple player play the jack of diamonds?|45|0|active|Since SimplePlayers only consider the led card’s suit, they will play their highest hearts.In this case, all cards in their hand are non-hearts, except for the jack of diamonds. This is because hearts is trump, so the same-color Jack is the left bower. . So, yes the SimplePlayer will play the jack of diamonds.||0
l9kw9krr2iy7lx|When will the Euchre grades be out?|Title.|140|3|active|They're out now as of today.||0
l9kb9awwc665q3|error with human player|im getting this error for the human player tests. The previous two tests work so is this most likely a problem with my human class?This is currently what print out:. any ideas what may be going wrong? |68|0|active|It seems like you're indexing out of range somewhere in your program. Unfortunately that doesn't narrow it down all that much since there are so many places we use iterables like vector or array. It seems like you can narrow it down to the first time the human player has to `make_trump()`. . . As with a lot of bugs that are hard to trace, it's best to use the visual debugger to set a breakpoint and trace through your `HumanPlayer` `make_trump()` function to see exactly where in the function it's throwing an error. I'd recommend starting by stepping through your `make_trump()` function.. . Hope this helps!||0
l9j5bzob1fp4vc|Question About Deep Nesting|When I submit to autograder, it flags me on deep nesting in one of my functions and when I checked it had exactly 4 loops. I'm not sure why it keeps flagging me because I've checked it multiple times.|115|0|active|Sorry this is a late response but if you run into this error again, consider rethinking your code and simplifying it! If you have nested if statements, think about how you could make them if () else if () else if (). If you have nested for loops, think about how you could simplify the computation into fewer or even one for loop.||1
l9j4bi69uks2d2|Can&#39;t deal with passed in variables|When I try to do . . Players[i]->make_trump(upcard, is_dealer(), <#int round#>, <#std::string &order_up_suit#>),. . it looks like things just got messier, since it needs me to pass into round, and order_up_suit, which leads to call other functions,. . how do I resolve this? I try to implement a helper function Making_trump, which let each player call make_trump member function and cout their decision. Thank you!!!|72|0|active|Do i need to make all of these passed in variables become private members in Game then code get function for them???||0
l9j457iklql34q|Confusion on euchre_test01 output|Background:. . In euchre_test01 correct output hand 1 trick 4, Fran has a Nine of Diamonds and Ten of Spades in their hand. The trump suit is diamonds and the ledcard is Jack of Hearts.. . Question:. . Why does Fran play Nine of Diamonds over the Ten of Spades? Nine of diamonds doesn't follow suit, and is a trump card, so wouldn't it be higher than ten of spades meaning the ten of spades should be played?. . |53|1|active|Jack of hearts is trump, therefore trump was led and she had to follow suit.||0
l9j43fp5khkwy|No output euchre|Does anyone know why euchre.cpp would not submit output but yet compiles on the autograder? Both our player_factory and ostream functions are correct. Thanks!|61|0|active|I got this same issue. Have you found a solution?||0
l9j41lzteh94hr|Error with lead card|Would this cause an error in lead card?. . . Card lead_card(const std::string& trump) {. . Card nontrump[MAX_HAND_SIZE];. . int indexCount = 0;. . for (int i = 0; i < hand.size(); ++i) {. . if (hand[i].get_suit(trump) != trump) {. . nontrump[i] = hand[i];. . ++indexCount;. . }. . }. . if (indexCount !=0) {. . Card highestValueCard = nontrump[0];. int highestValueIndex=0;. . for (int i = 0; i < MAX_HAND_SIZE; ++i) {. . if (Card_less(highestValueCard, nontrump[i], trump)) {. . highestValueCard = nontrump[i];. . highestValueIndex = i;. . }. . }. . hand.erase(hand.begin() + highestValueIndex);. . return highestValueCard;. . }. . else {. . Card highestValueCard = hand[0];. int highestValueIndex = 0;. . for (int i = 0; i < hand.size(); ++i) {. . if (Card_less(highestValueCard, hand[i], trump)) {. . highestValueCard = hand[i];. highestValueIndex = i;. . }. . }. . hand.erase(hand.begin() + highestValueIndex);. . return highestValueCard;. . }. //std::sort(hand.begin(), hand.end());. . }. |3|0|private|Marking as resolved||0
