post_id|subject|content|unique_views|good_question|visibility|i_answer|s_answer|num_followups
l0wkpcb15vl2z|AG Update: 5 Autograder Submissions|Hi everyone!. . Since the project has a quick turnaround (due a week from today), we have updated the Autograder to give everyone 5 submissions per day instead of 3. Happy coding!. . creaseInSubmissions |911|5|active|||0
l2ajrurjzog7r|q2|Screen_Shot_2022-04-22_at_10.47.13.png. what does single type of data mean (2nd choice)|10|0|private|Unfortunately that is not something we can answer.  Please use your best judgment based on the problem statement.||1
l2701accxkt46z|question about push, pop and empty|For push, is it OK to call `empty()` as the condition instead of `list_size == 0`? And for pop, is it OK to use `if (first == last)` instead of `if (list_size == 1)` as the condition?. ```cpp.   //EFFECTS:  inserts datum into the front of the list.   void push_front(const T &datum) {.     Node* p = new Node; p->datum = datum;.     if (empty()) { // if (list_size == 0).       p->prev = p->next = nullptr;.       first = last = p;.     } else {.       p->prev = nullptr; p->next = first; .       first->prev = p;.       first = p;.     }.     ++sz;.   }. .   //EFFECTS:  inserts datum into the back of the list.   void push_back(const T &datum) {.     Node* p = new Node; p->datum = datum;.     if (empty()) { // if (list_size == 0).       p->prev = p->next = nullptr;.       first = last = p;.     } else {.       p->next = nullptr; p->prev = last;.       last->next = p;.       last = p;.     }.     ++sz;.   }. .   //REQUIRES: list is not empty.   //MODIFIES: may invalidate list iterators.   //EFFECTS:  removes the item at the front of the list.   void pop_front() {.     assert(!empty());.     Node* p = first;.     if (first == last) { // if (list_size == 1).       first = last = nullptr;.     } else {.       first = first->next;.       first->prev = nullptr;.     }.     delete p;.     --sz;.   }. .   //REQUIRES: list is not empty.   //MODIFIES: may invalidate list iterators.   //EFFECTS:  removes the item at the back of the list.   void pop_back() {.     assert(!empty());.     Node* p = last;.     if (first == last) { // if (list_size == 1).       first = last = nullptr;.     } else {.       last = last->prev;.       last->next = nullptr;.     }.     delete p;.     --sz;.   }. ```. For `empty()`, is it OK to return `first == nullptr && last == nullptr;` instead of only `first == nullptr;`?. ```cpp. bool empty() const {.     return first == nullptr && last == nullptr;.     // return first == nullptr;.   }. ```|4|0|private|Those all sound reasonable. There are generally multiple valid ways to implement a given piece of logic.||0
l1pgwvdzcpe4g5|Copy Nodes Impl Question|"About the base case for tree recursion in this function:. . using a conditional to trigger either return (base case) or a recursive call on the left and right children, I am using the ""size_impl"" function to determine if the tree rooted at node is of size 1 or >1.  When it is equal to one, this is the base case and it means that either the tree is exactly one in size and this is the first (and only) call to the function, or this one of the final recursive calls in a tree of size >1, when the node passed in is a leaf node.  . . I'm trying to think of how to make these cases distinct – I tried use two if statements in the manner of:. if (size == 1 && node == root) //base case of a tree being exactly size 1. else if (size == 1 && node != root) //final stance for a recursive case (subtree is size 1). . but I cannot access root because this is a static member function.. . Am I supposed to use iterator here?  How else could I orient this conditional statement to distinguish between the final recursive base case vs the singular base case?. . thanks. "|72|0|active|Are you sure that you want your base case to be size = 1? Is there another way that you can check whether you've reached the end of a branch (i.e. that there are no more nodes/leaves)? . . Also, you shouldn't be distinguishing between a final recursive base case and a singular base case; those should be the same thing.  Consider the lecture example of height: does it have a different base case and final recursive case? If so, what is the difference?||0
l1kxew7mf2aqz|p4-web grade?|Recently the p4-web grades were released, and my partner (lisadai) and I got a pretty low score. However, we passed all of the tests, caught all of the bugs, and our valgrind isn't showing errors though the autograder shows errors. Can we get guidance on what were the errors in our project or code? Or might it be a problem with the valgrind set up? We're pretty confused as to what went so wrong ...|12|0|private|I'm sorry to hear that this happened. The best place to discuss project grades is proffice hours, and the professors should be able to help guide you towards what went wrong in your code.||0
l1ecv2dkelj1im|Are these compile errors fine?|Edit: Submitted it to the AG and everything compiles fine so I think it's fine.. . I used the examples from the specs and VS is saying that it can't find function definitions for the find() and operator[] overload functions. I tried rebuilding and a few other things, but it won't go away. I get the errors in the pictures below when running it in VS and that output when compiling in Ubuntu. main compiles fine when I make and run ./main.exe. Am I good to move onto the next steps in the specs and begin working on the actual implementations or am I doing something wrong?. . . . |88|0|active|marking as resolved per your note — follow up if you have more questions!||0
l1e8p4xqjkk3my|Why do we need typename in front of some functions in Map.h|What's the difference? Neither produces errors, I originally implemented mine without it and then noticed that the example included typename in front of the Map part in a lot of the functions. . template<typename K, typename V, typename C>. Map<K, V, C>::Iterator Map<K, V, C>::begin() const. {. . }. vs.. . template<typename K, typename V, typename C>. typename Map<K, V, C>::Iterator Map<K, V, C>::begin() const. {. . }|115|0|active|||0
l1e4u9q2k657ib|Example find() function doesn&#39;t work and confusion on out-of-line function implementations|When I use the example for the find() function provided in the p5 specs:. . . template <typename K, typename V, typename C>. typename Map<K, V, C>::Iterator Map<K, V, C>::find(const K& k) const. {.     assert(false);. }. It still says function definition for 'find' still not found. VS recommends this instead:. . template<typename Key_type, typename Value_type, typename Key_compare>. inline Iterator Map<Key_type, Value_type, Key_compare>::find(const Key_type& k) const. {.     return Iterator();. }. However, that doesn't work either and I have to add Map<K, V, C>:: before Iterator. I can remove inline and it still works, but when I switch everything to K, V, and C instead of the longer name parameters, it says it can't find the function definition for find() again. I also tried this and it gave the same problem:. . . template<typename K, typename V, typename C>. Map<K, V, C>::Iterator Map<K, V, C>::find(const K& k) const. {. 	assert(false);. }. . Also, I understand how to implement the simper functions like empty() and size(), but I don't understand why we need typename in front of some of the other ones as well like the example for find().. . I'm just trying to get my Map stuff to compile right now and am confused on what exactly everything means/why we need some stuff for some of the functions.|251|0|active|The first one should work.. . The suggestion VS gave you is okay but not necessary. `inline` keyword does not work in the way you think. It is only a suggestion instead of enforcement and most compilers know out-of-line definitions are `inline`. You are suggested to use `inline` only if your code could potentially violate ODR(One Definition Rules).. . ||1
l1bitifys5m2vi|Autograder private test|I don't know why my push_front test failed. What's the reason for failure? I implemented it the same way as push_back.|7|0|private|I can't see the test case it is failing on but potentially it could be when you insert the first element you don't set next = nullptr.||0
l1b5oo4kl5g3rn|Question about big three private test|Hi, I am just curious why my private test case failed here as I cannot find my mistake.|12|0|private|Can you put your uniqname in your username? This will allow us to find your AG submission that was graded.||1
