post_id|subject|content|unique_views|good_question|visibility|i_answer|s_answer|num_followups
l2hymr2psztom|Constructor Question|"I want to make a constructor for my game that default initializes the board to an empty board. I made a print_board() function that prints out the empty board at the beginning of the game. However, the board is different depending how I write my default constructor, even though the results should theoretically be the same.. . But one of them initializes the board to the correct char, '$', while the other one initializes the board to '|' even though I clearly typed '$' as the initializer. Can someone help me figure out the difference between these two constructors?. . . "|240|0|active|I think `TicTac('$');`  is creating another `TicTac` object on the default constructor's stack, which is probably not what you want. You probably want to use a [delegating constructor](https://eecs280staff.github.io/notes/08_ADTs_in_C++.html?#delegating-constructors) to get your intended behavior.||1
l2hp8rgfc7c34a|Does Not Match Return Type|I don't understand why this function is giving me an error. I thought arrays decayed to pointers so shouldn't score be a int* ? It gives me an error when I try to return an array too, so I don't know how I should approach this function.. . |291|1|active|First: it doesn't match return type since that array is a 2d array of ints, so score would decay to an int**, not an int*. Second: this function won't do what you want, since you're returning a pointer to a local variable, which is bad. If you want to return an array from a function like this, you'll probably want to return a vector or a std::array.||1
l2alocqgvbw7pa|shortest path to fruit|I may have missed it, but if the tree is only one thing like,. . Apple. /       \. . and that's it, would that be considered 1 or 0?|11|0|private|Unfortunately that is not something we can answer.  Please use your best judgment based on the problem statement.. . Everything you need to know is in the instructions and reference material so please read them carefully!||0
l11he0mui34zf|Order of addition in copy_all|When running copy_all, if there have been items in the list that every item in the other list is copied into, should the original items be still in the front or at the back? Also, when copying, is the most recently copied item added to the front or the back?|129|0|active|copy_all is a private member function and cannot be called outside of the class. It really is just a helper function for the copy constructor, so it shouldn't matter if you add elements to the front or the back. The list should always be empty when copy_all is called.||0
l0zg8imyn8t1tn|Style Code Duplicaiton|I am failing the code duplication test on the autograder for 2 test cases in List_tests.cpp. I thought style wasn't tested on test cases. Is this the case?|130|0|active|Style is checked on all the code you write, including test cases.||0
l0xdmlvoferoq|Compiler Check Confusion|I'm a little confused about this part of the compiler check. If there are only 2 nodes (first and last) and we pop_front and pop_back would that mean we are deleting all the nodes so they would all be null and the list would then be empty?. |127|0|active|If there’s 2 nodes in a list, and we pop_front, we are getting rid of the first node in the list. After the pop_front, there’s now one node in the list, which is simultaneously the first and last element. If we then do pop_back, we are getting rid of the last element in the list, which means that our list will be empty after the function call.||0
l0wv07cs3z06jz|Why Pack.cpp fails?|Hello! I have just seen my project 3 results on Autotrader. I checked my codes and I thought they should be correct. I really do not know why they fail all the tests on Autotrader. I asked this in the lab yesterday, and the IA does not check out any errors either. Could you have a look at it? Thank you!. . |10|0|private|It also seems the default constructor test is failing. Do you notice anything incorrect about your default ctor?||2
l0wsklbm5wv4go|Question to the Project 3 autograder system|"Let me first clarify that I am not asking for a regrade request, and my friend and I only exchanged code as of today (4 days past when project 3 was due).  Within my autograder tests I failed all 4 private pack tests, however my friend passed every test.  Looking at our code the code was almost identical and my question relates to the ""reset"" test, and the two constructor tests.  I'll post photos to the code below however the code between us is almost identical in function.  I'm making this post hoping that this can be a learning moment for me, at this point I don't really care what the autograder returns as my score I just want to understand what I did wrong so I can avoid issues like this in the future.. The photo above shows my code on the left (which failed all 3 tests I previously mentioned before), and my friends code on the right (which passed all mentioned tests before).  To my knowledge these functions are very similar and do the same thing, and I would even say that the reset function is the exact same because well it's only one line.  But obviously these functions are different, but I have no idea how so I was hoping that an instructor could clarify if there's an issue with the semantics or syntax of the code.  The only difference in code between our two files is in our empty check function. . I definitely understand why this is wrong but I was wondering if this was maybe used in the other tests?  I thought this might be helpful in understanding the issue. . . Thank you for taking the time to read this post, I would really appreciate if this wasn't just disregarded and was answered, I want to again clarify I'm not upset at my grade or trying to squeak some extra points out, this seems to happen to me every project and I would really like to try and avoid this for project 4 and 5, so I came to piazza to hopefully improve my knowledge of C++."|11|0|private|Another instructor can add on if they see fit, but the difference I see is that your empty function returns true if your pack of cards is completely full.||1
l0u9b17pxns709|Cards not added to hand, because hand is private?|In euchre.cpp, I am trying to deal each player their cards, but it is not working. After I try to deal them cards, each player doesn't even have the variable hand. So the upcard becomes the first in the entire pack. I will include code snippets below. Is there some way I could work around this? I am using multiple functions for game instead of a class ADT, could that be the reason? My project is due tomorrow due an extension and I really don't know how to fix it.  I believe everything else works.  Players do not have the variable hand to sstore the cards. This is the output, because the hands have nothing|13|0|private|It's okay if the player's hand is private, but you do need to use a Game ADT/class and make your players & functions members of the class. It will make stuff a lot easier. ||1
l0u0o37xdxf4wg|Attempting to run code on CAEN|"I'm attempting to access CAEN in order to run my code on there, but after using ssh, I just get an error saying ""ssh: Could not resolve hostname login.engin.umich.edu: Temporary failure in name resolution"".  Is this an issue I'd be able to fix on my end?"|110|0|active|Are you still having the problem? The error seems to indicate it should be a temporary issue.||1
