post_id|subject|content|unique_views|good_question|visibility|i_answer|s_answer|num_followups
l19w6oip16d1l0|Project 5 Walkthrough|Hello all!. . Instead of a zoom live walk through for project 5, we have walkthrough videos on youtube!. . Here is the link to the BST walkthrough video:. EECS 280 P5 BST.h Walkthrough - YouTube. . Here is the link to the walkthrough video on the Map.h file:. EECS 280 P5 Map.h Walkthrough - YouTube. . Here is the link to the walkthrough video on the driver:. EECS 280 P5 Driver Walkthrough - YouTube. . Happy coding!!|859|5|active|||0
l28grqibq8t2m4|main test tie for proj 5|Hi, I just saw the result of proj5.. I failed at main test tie.. I have no idea about what is this test for? I just don't want to make such mistake in the final. So curious about this error.. . Thank you!|73|0|active|We’re not allowed to see exactly what the tests are, but it sounds like it tests your driver in the event of a tie between two equal log probability scores. Your program should have picked the first label alphabetically in that case.||0
l28gn0hknfo7ll|[To IAs] P5 autograder results explanation|Hi! I know there are prompts stating which tests I failed in the private tests. But I cannot find where my code went wrong. I know IA has access to my submission. So I wonder could anyone help me with this?|10|0|private|This would be a good question for proffice hours, which prof. Beaumont has later today! ||0
l28dj8568oe124|Is there anyway to get a better score on the project?|So I got a very bad score on project 5 due to some errors that I couldn't solve and couldnt find an answer to. I was wondering if it was possible to get a better score on the project in anyway. Thanks|5|0|private|I'm sorry to hear that happened. Unfortunately, we cannot accept any late submissions/work as it would be unfair to other students.||0
l283w4mciyu5gb|When are P5 autograder results coming out|Just this tbh|105|1|active|it is out!||0
l273sh01o9vth|grades|will project 5 grades be out before the final? |182|0|active|Yes, they should be published [checks watch]... SoonTM||2
l26wg8eawcw24q|Do I have to study, error handlings and exceptions / containers of pointers for the final?|If so is there a lot on it?|122|2|active|Any lecture topic, including those 2, is fair game for the exam. They won't be major questions, though.||0
l26rair8nkr5js|EASY HELP AUTOGRADER|Screen_Shot_2022-04-19_at_7.05.59_PM.png. This works on my computer but not on autograder, please help ASAP|52|0|private|please don't post code publicly on piazza||1
l26pm7pquvxva|Classes in the training data|". What does it mean by ""classes in the training data""? Also how are we supposed to ensure they are in alphabetic order?"|75|0|active|I think it automatically becomes alphabetical order once you store them in a map, set etc||1
l26pm4odth3419|Logistic Issue Contact|Who should I contact if I have a logistical issue about Project 5 and Autograder? |6|0|private|feel free to email  eecs280staff@umich.edu or comment in the followups||0
l26omke4nnz7e2|will I get points off if there are some functions in main.cpp are not used? currently get 45/45|the title says it all.. Thank s in advance!|146|0|active|see followups||1
l26oar3s1cemo|empty test file format|"Will an ""empty"" test file still include the headers n, tag, unique views, and content? Or, should we be prepared for a completely empty test file?"|68|4|active|I think you can assume that the csv files will be properly formatted, so they will always have the headers. ||0
l26o0vhia764p5|Is it possible for the autograder to respond differently than CAEN Linux?|This is my most recent submission of the implementation. The output is identical but mine cuts off at around 312th line.. . . Which is confusing as the same implementation works perfectly fine on CAEN and on my machine.. . Is there a reason why CAEN would react differently than the auto grader? If so, how do I debug this issue? I'm at my last upload.. P.S CAEN Valgrind also reports no issues as well. Very confusing|116|0|active|"It says ""timed out"" so there is actually no error. Basically, what happened was your program ran too long, so the autograder cuts off the remaining output"||1
l26mzmq44u84mj|Error while creating main|. I'm not quite sure what this means, it seems to be a problem with my constructor...|60|0|active|Members are initialized in declaration order, regardless of the order they appear in a member initializer list. In your case, debug is declared above testFile, so it'll be initialized earlier. That means this line of code is a little misleading as written, since one would expect initializers to act from left to right. The compiler issues a warning to discourage this.. . You can get rid of this warning by reordering the three member initializers.||0
l26mzam65w518k|What is the CAEN issue?|". . . My code works on VScode but gives the output shown above only when tested through CAEN, but I don't understand why. The only difference that I know of is that initializing variables can differ between compilers, but I don't think that is the issue. From what I've seen through testing, the problem lies in an incorrect log-probability and incorrect number of examples trained. The function ""ReadingOutput"" I provided in a screenshot above is where I think the issue is coming from, but I still can't determine what is causing the issue. Any help or ideas would be much appreciated. Also, I've included my functions used to compute log-prior and log-likelihood though I don't think the problem lies there. I also have an autograder submission with this code if you want to check it out.. "|7|0|private|Resolved.||1
l26luscs8h5380|What to do if my partner never does work?|Long story short.. I had a partner. My partner worked on Map.h, I worked on BST and the test. I finished early and got working on the driver function.. My partner still had some trouble with Map.h so I just continued to work on the driver function.. . Fast forward to today. I've uploaded part of my work to autograder, and my partner accepted my invite already. I've finished BST, BST tests, and the driver function all by myself. I uploaded all the files to my gitlab repo which my partner is a maintainer as well. So far, my partner has never uploaded their code to gitlab. My partner shrugged it off as having trouble with a function. I shrugged it off as well as from my understanding, map.h was very difficult.My partner has not responded to me since yesterday. Gitlap repo still has not been updated with map.h and the project is finished over is 4 hours.I'm planning on doing the map.h file right now just in case. Who knows, maybe my partner really is busy and will upload map.h soon.But in the case where I had to finish the entire project myself, I do not want my partner to ride on my work without contributing.. What should I do if this actually happens?. . Thanks|140|1|active|I am sorry to hear that you have problems with your partner. Feel free to email our course staff with your concern and we will work with you to sort that out.||1
l26lmap1t9v5yr|Log-probabilities equal|What happens if the log probabilities of two label guesses is the same? Is this undefined behavior, or should we account for it? If so, what criteria should the classifier use to decide which label to predict?|76|0|active|"As the spec states, ""The classifier should predict whichever label has the highest log-probability score for the post. If multiple labels are tied, predict whichever comes first alphabetically."""||0
